date,cyclists,April,August,December,February,January,July,June,March,May,November,October,September,Weekday,Weekend,trend,mean_temp,percip(mm),Holiday,rain_binary,forecast_rain,forecast_temp,forecast_percip
2020-05-07,2681,0,0,0,0,0,0,0,0,1,0,0,0,1,0,493,11.6,0,0,0,0,0,0
2020-05-08,2750,0,0,0,0,0,0,0,0,1,0,0,0,1,0,494,17,0,0,0,0,0,0
2020-05-09,3041,0,0,0,0,0,0,0,0,1,0,0,0,0,1,495,19.7,0,0,0,0,0,0
2020-05-10,2753,0,0,0,0,0,0,0,0,1,0,0,0,0,1,496,20,0,0,0,0,0,0
2020-05-11,2165,0,0,0,0,0,0,0,0,1,0,0,0,1,0,497,14.9,4.9,0,1,0,0,0
2020-05-12,1673,0,0,0,0,0,0,0,0,1,0,0,0,1,0,498,12.8,0,0,0,0,0,0
2020-05-13,1838,0,0,0,0,0,0,0,0,1,0,0,0,1,0,499,13.1,0,0,0,0,0,0
2020-05-14,2534,0,0,0,0,0,0,0,0,1,0,0,0,1,0,500,12.5,0,0,0,0,0,0
2020-05-15,3092,0,0,0,0,0,0,0,0,1,0,0,0,1,0,501,12.8,5.8,0,1,0,0,0
2020-05-16,572,0,0,0,0,0,0,0,0,1,0,0,0,0,1,502,12.9,5.2,0,1,0,0,0
2020-05-17,1836,0,0,0,0,0,0,0,0,1,0,0,0,0,1,503,12.7,0,0,0,0,0,0
2020-05-18,3602,0,0,0,0,0,0,0,0,1,0,0,0,1,0,504,13.1,0,0,0,0,0,0
2020-05-19,2622,0,0,0,0,0,0,0,0,1,0,0,0,1,0,505,13.8,0,0,0,0,0,0
2020-05-20,2034,0,0,0,0,0,0,0,0,1,0,0,0,1,0,506,13.1,11.6,0,1,0,0,0
2020-05-21,1381,0,0,0,0,0,0,0,0,1,0,0,0,1,0,507,11.5,0,0,0,0,0,0
2020-05-22,2244,0,0,0,0,0,0,0,0,1,0,0,0,1,0,508,12.5,0,0,0,0,0,0
2020-05-23,3068,0,0,0,0,0,0,0,0,1,0,0,0,0,1,509,11.7,0,0,0,0,0,0
2020-05-24,2308,0,0,0,0,0,0,0,0,1,0,0,0,0,1,510,12.3,5.6,1,1,0,0,0
2020-05-25,1089,0,0,0,0,0,0,0,0,1,0,0,0,1,0,511,12.9,0,0,0,0,0,0
2020-05-26,3076,0,0,0,0,0,0,0,0,1,0,0,0,1,0,512,13,0,0,0,0,0,0
2020-05-27,3184,0,0,0,0,0,0,0,0,1,0,0,0,1,0,513,15.1,0,0,0,0,0,0
2020-05-28,2954,0,0,0,0,0,0,0,0,1,0,0,0,1,0,514,18.1,0,0,0,0,0,0
2020-05-29,2936,0,0,0,0,0,0,0,0,1,0,0,0,1,0,515,14.5,1.4,0,1,0,0,0
2020-05-30,1313,0,0,0,0,0,0,0,0,1,0,0,0,0,1,516,12.4,0,0,0,0,0,0
2020-05-31,2777,0,0,0,0,0,0,0,0,1,0,0,0,0,1,517,13.3,0,0,0,0,0,0
2020-06-01,2973,0,0,0,0,0,0,1,0,0,0,0,0,1,0,518,12.1,0.7,0,1,0,0,0
2020-06-02,1604,0,0,0,0,0,0,1,0,0,0,0,0,1,0,519,11.5,0,0,0,0,0,0
2020-06-03,2869,0,0,0,0,0,0,1,0,0,0,0,0,1,0,520,11.5,0,0,0,0,0,0
2020-06-04,2643,0,0,0,0,0,0,1,0,0,0,0,0,1,0,521,12.6,0,0,0,0,0,0
2020-06-05,2728,0,0,0,0,0,0,1,0,0,0,0,0,1,0,522,12.4,0,0,0,0,0,0
2020-06-06,2796,0,0,0,0,0,0,1,0,0,0,0,0,0,1,523,12.5,0,0,0,0,0,0
2020-06-07,3163,0,0,0,0,0,0,1,0,0,0,0,0,0,1,524,13.6,0,0,0,0,0,0
2020-06-08,2316,0,0,0,0,0,0,1,0,0,0,0,0,1,0,525,13,9.1,0,1,0,0,0
2020-06-09,977,0,0,0,0,0,0,1,0,0,0,0,0,1,0,526,13.2,0.2,0,1,0,0,0
2020-06-10,2457,0,0,0,0,0,0,1,0,0,0,0,0,1,0,527,14.7,0,0,0,0,0,0
2020-06-11,2648,0,0,0,0,0,0,1,0,0,0,0,0,1,0,528,14.1,7.6,0,1,0,0,0
2020-06-12,1326,0,0,0,0,0,0,1,0,0,0,0,0,1,0,529,13.8,0.8,0,1,0,0,0
2020-06-13,2700,0,0,0,0,0,0,1,0,0,0,0,0,0,1,530,12.7,0,0,0,0,0,0
2020-06-14,2968,0,0,0,0,0,0,1,0,0,0,0,0,0,1,531,13.3,1.8,0,1,0,0,0
2020-06-15,1257,0,0,0,0,0,0,1,0,0,0,0,0,1,0,532,13.3,0,0,0,0,0,0
2020-06-16,3010,0,0,0,0,0,0,1,0,0,0,0,0,1,0,533,13.7,0,0,0,0,0,0
2020-06-17,3196,0,0,0,0,0,0,1,0,0,0,0,0,1,0,534,14.7,0,0,0,0,0,0
2020-06-18,3469,0,0,0,0,0,0,1,0,0,0,0,0,1,0,535,15.6,0,0,0,0,0,0
2020-06-19,2729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,536,15.8,0.9,0,1,0,0,0
2020-06-20,1759,0,0,0,0,0,0,1,0,0,0,0,0,0,1,537,15.3,0,0,0,0,0,0
2020-06-21,3180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,538,15,0,0,0,0,0,0
2020-06-22,2825,0,0,0,0,0,0,1,0,0,0,0,0,1,0,539,15.2,0,0,0,0,0,0
2020-06-23,2727,0,0,0,0,0,0,1,0,0,0,0,0,1,0,540,15.7,0,0,0,0,0,0
2020-06-24,2992,0,0,0,0,0,0,1,0,0,0,0,0,1,0,541,16.6,0,0,0,0,0,0
2020-06-25,3333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,542,15.1,0,0,0,0,0,0
2020-06-26,2656,0,0,0,0,0,0,1,0,0,0,0,0,1,0,543,16.2,0.6,0,1,0,0,0
2020-06-27,2202,0,0,0,0,0,0,1,0,0,0,0,0,0,1,544,13.9,1.8,0,1,0,0,0
2020-06-28,3314,0,0,0,0,0,0,1,0,0,0,0,0,0,1,545,15.6,0,0,0,0,0,0
2020-06-29,2923,0,0,0,0,0,0,1,0,0,0,0,0,1,0,546,15.6,0,0,0,0,0,0
2020-06-30,2542,0,0,0,0,0,0,1,0,0,0,0,0,1,0,547,14.7,0.3,0,1,0,0,0
2020-07-01,2867,0,0,0,0,0,1,0,0,0,0,0,0,1,0,548,13.8,0,1,0,0,0,0
2020-07-02,2437,0,0,0,0,0,1,0,0,0,0,0,0,1,0,549,13.4,3.6,0,1,0,0,0
2020-07-03,1123,0,0,0,0,0,1,0,0,0,0,0,0,1,0,550,12.5,0,0,0,0,0,0
2020-07-04,3099,0,0,0,0,0,1,0,0,0,0,0,0,0,1,551,14.1,0,0,0,0,0,0
2020-07-05,3507,0,0,0,0,0,1,0,0,0,0,0,0,0,1,552,14.6,0,0,0,0,0,0
2020-07-06,2696,0,0,0,0,0,1,0,0,0,0,0,0,1,0,553,14.8,0,0,0,0,0,0
2020-07-07,2997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,554,15.5,0,0,0,0,0,0
2020-07-08,3184,0,0,0,0,0,1,0,0,0,0,0,0,1,0,555,14.4,3.5,0,1,0,0,0
2020-07-09,2284,0,0,0,0,0,1,0,0,0,0,0,0,1,0,556,15.6,0,0,0,0,0,0
2020-07-10,3064,0,0,0,0,0,1,0,0,0,0,0,0,1,0,557,14.5,0.4,0,1,0,0,0
2020-07-11,1957,0,0,0,0,0,1,0,0,0,0,0,0,0,1,558,14.4,0,0,0,0,0,0
2020-07-12,3446,0,0,0,0,0,1,0,0,0,0,0,0,0,1,559,14.6,0,0,0,0,0,0
2020-07-13,2992,0,0,0,0,0,1,0,0,0,0,0,0,1,0,560,14.4,0,0,0,0,0,0
2020-07-14,3441,0,0,0,0,0,1,0,0,0,0,0,0,1,0,561,16.1,0,0,0,0,0,0
2020-07-15,3423,0,0,0,0,0,1,0,0,0,0,0,0,1,0,562,15.6,0,0,0,0,0,0
2020-07-16,2906,0,0,0,0,0,1,0,0,0,0,0,0,1,0,563,17.6,0,0,0,0,0,0
2020-07-17,3054,0,0,0,0,0,1,0,0,0,0,0,0,1,0,564,15.9,0,0,0,0,0,0
2020-07-18,3241,0,0,0,0,0,1,0,0,0,0,0,0,0,1,565,16.4,0,0,0,0,0,0
2020-07-19,3043,0,0,0,0,0,1,0,0,0,0,0,0,0,1,566,16,0,0,0,0,0,0
2020-07-20,3081,0,0,0,0,0,1,0,0,0,0,0,0,1,0,567,17.2,0,0,0,0,0,0
2020-07-21,3299,0,0,0,0,0,1,0,0,0,0,0,0,1,0,568,18.6,0,0,0,0,0,0
2020-07-22,3402,0,0,0,0,0,1,0,0,0,0,0,0,1,0,569,16.2,0,0,0,0,0,0
2020-07-23,2944,0,0,0,0,0,1,0,0,0,0,0,0,1,0,570,15.4,0,0,0,0,0,0
2020-07-24,2835,0,0,0,0,0,1,0,0,0,0,0,0,1,0,571,15.4,0,0,0,0,0,0
2020-07-25,3284,0,0,0,0,0,1,0,0,0,0,0,0,0,1,572,14.4,0,0,0,0,0,0
2020-07-26,2973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,573,19.8,0,0,0,0,0,0
2020-07-27,2891,0,0,0,0,0,1,0,0,0,0,0,0,1,0,574,18.6,0,0,0,0,0,0
2020-07-28,3096,0,0,0,0,0,1,0,0,0,0,0,0,1,0,575,18.3,0,0,0,0,0,0
2020-07-29,3330,0,0,0,0,0,1,0,0,0,0,0,0,1,0,576,15.6,0,0,0,0,0,0
2020-07-30,3157,0,0,0,0,0,1,0,0,0,0,0,0,1,0,577,17.2,0,0,0,0,0,0
2020-07-31,2737,0,0,0,0,0,1,0,0,0,0,0,0,1,0,578,18.1,0,0,0,0,0,0
2020-08-01,2971,0,1,0,0,0,0,0,0,0,0,0,0,0,1,579,15.8,0,0,0,0,0,0
2020-08-02,2750,0,1,0,0,0,0,0,0,0,0,0,0,0,1,580,15.6,0.9,0,1,0,0,0
2020-08-03,2403,0,1,0,0,0,0,0,0,0,0,0,0,1,0,581,15.8,0,1,0,0,0,0
2020-08-04,3078,0,1,0,0,0,0,0,0,0,0,0,0,1,0,582,16.4,0,0,0,0,0,0
2020-08-05,3252,0,1,0,0,0,0,0,0,0,0,0,0,1,0,583,16.4,4.7,0,1,0,0,0
2020-08-06,2147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,584,15.5,1.5,0,1,0,0,0
2020-08-07,2743,0,1,0,0,0,0,0,0,0,0,0,0,1,0,585,15.5,0,0,0,0,0,0
2020-08-08,2672,0,1,0,0,0,0,0,0,0,0,0,0,0,1,586,15.6,0,0,0,0,0,0
2020-08-09,3335,0,1,0,0,0,0,0,0,0,0,0,0,0,1,587,15.5,0,0,0,0,0,0
2020-08-10,3057,0,1,0,0,0,0,0,0,0,0,0,0,1,0,588,15,0,0,0,0,0,0
2020-08-11,2722,0,1,0,0,0,0,0,0,0,0,0,0,1,0,589,15.7,0,0,0,0,0,0
2020-08-12,3217,0,1,0,0,0,0,0,0,0,0,0,0,1,0,590,14.8,0,0,0,0,0,0
2020-08-13,3136,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,14,0,0,0,0,0,0
2020-08-14,3166,0,1,0,0,0,0,0,0,0,0,0,0,1,0,592,14.8,0,0,0,0,0,0
2020-08-15,3188,0,1,0,0,0,0,0,0,0,0,0,0,0,1,593,20.5,0,0,0,0,0,0
2020-08-16,2670,0,1,0,0,0,0,0,0,0,0,0,0,0,1,594,20.7,0,0,0,0,0,0
2020-08-17,2782,0,1,0,0,0,0,0,0,0,0,0,0,1,0,595,19.2,0,0,0,0,0,0
2020-08-18,3039,0,1,0,0,0,0,0,0,0,0,0,0,1,0,596,18,0,0,0,0,0,0
2020-08-19,3068,0,1,0,0,0,0,0,0,0,0,0,0,1,0,597,15.1,3.4,0,1,0,0,0
2020-08-20,1726,0,1,0,0,0,0,0,0,0,0,0,0,1,0,598,17.3,4.2,0,1,0,0,0
2020-08-21,1493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,599,15.6,0.2,0,1,0,0,0
2020-08-22,3291,0,1,0,0,0,0,0,0,0,0,0,0,0,1,600,15.3,0,0,0,0,0,0
2020-08-23,2987,0,1,0,0,0,0,0,0,0,0,0,0,0,1,601,14.4,0,0,0,0,0,0
2020-08-24,2850,0,1,0,0,0,0,0,0,0,0,0,0,1,0,602,15,0,0,0,0,0,0
2020-08-25,3051,0,1,0,0,0,0,0,0,0,0,0,0,1,0,603,14.7,0,0,0,0,0,0
2020-08-26,2938,0,1,0,0,0,0,0,0,0,0,0,0,1,0,604,14.7,0,0,0,0,0,0
2020-08-27,3228,0,1,0,0,0,0,0,0,0,0,0,0,1,0,605,14,0,0,0,0,0,0
2020-08-28,2936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,606,16,0,0,0,0,0,0
2020-08-29,2903,0,1,0,0,0,0,0,0,0,0,0,0,0,1,607,14.6,1,0,1,0,0,0
2020-08-30,2571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,608,13.1,0,0,0,0,0,0
2020-08-31,2407,0,1,0,0,0,0,0,0,0,0,0,0,1,0,609,14,0,0,0,0,0,0
2020-09-01,3124,0,0,0,0,0,0,0,0,0,0,0,1,1,0,610,14.2,0,0,0,0,0,0
2020-09-02,3031,0,0,0,0,0,0,0,0,0,0,0,1,1,0,611,16.9,0,0,0,0,0,0
2020-09-03,3037,0,0,0,0,0,0,0,0,0,0,0,1,1,0,612,17.8,0,0,0,0,0,0
2020-09-04,2755,0,0,0,0,0,0,0,0,0,0,0,1,1,0,613,16.4,0,0,0,0,0,0
2020-09-05,2882,0,0,0,0,0,0,0,0,0,0,0,1,0,1,614,15.4,0,0,0,0,0,0
2020-09-06,2954,0,0,0,0,0,0,0,0,0,0,0,1,0,1,615,14.6,0,0,0,0,0,0
2020-09-07,2441,0,0,0,0,0,0,0,0,0,0,0,1,1,0,616,18.8,0,1,0,0,0,0
2020-09-08,2302,0,0,0,0,0,0,0,0,0,0,0,1,1,0,617,19.7,0,0,0,0,0,0
2020-09-09,2995,0,0,0,0,0,0,0,0,0,0,0,1,1,0,618,20.6,0,0,0,0,0,0
2020-09-10,3034,0,0,0,0,0,0,0,0,0,0,0,1,1,0,619,20.2,0,0,0,0,0,0
2020-09-11,2044,0,0,0,0,0,0,0,0,0,0,0,1,1,0,620,15.6,0,0,0,0,0,0
2020-09-12,1099,0,0,0,0,0,0,0,0,0,0,0,1,0,1,621,13.3,0,0,0,0,0,0
2020-09-13,856,0,0,0,0,0,0,0,0,0,0,0,1,0,1,622,13.1,2.9,0,1,0,0,0
2020-09-14,1164,0,0,0,0,0,0,0,0,0,0,0,1,1,0,623,14.8,1.7,0,1,0,0,0
2020-09-15,1382,0,0,0,0,0,0,0,0,0,0,0,1,1,0,624,16.3,0,0,0,0,0,0
2020-09-16,1582,0,0,0,0,0,0,0,0,0,0,0,1,1,0,625,14.5,0,0,0,0,0,0
2020-09-17,1602,0,0,0,0,0,0,0,0,0,0,0,1,1,0,626,14.4,2.1,0,1,0,0,0
2020-09-18,1482,0,0,0,0,0,0,0,0,0,0,0,1,1,0,627,13.3,0,0,0,0,0,0
2020-09-19,2059,0,0,0,0,0,0,0,0,0,0,0,1,0,1,628,15.8,0,0,0,0,0,0
2020-09-20,2884,0,0,0,0,0,0,0,0,0,0,0,1,0,1,629,13.7,0,0,0,0,0,0
2020-09-21,2482,0,0,0,0,0,0,0,0,0,0,0,1,1,0,630,13.1,0,0,0,0,0,0
2020-09-22,2968,0,0,0,0,0,0,0,0,0,0,0,1,1,0,631,13.8,16.1,0,1,0,0,0
2020-09-23,1003,0,0,0,0,0,0,0,0,0,0,0,1,1,0,632,13.6,10,0,1,0,0,0
2020-09-24,1424,0,0,0,0,0,0,0,0,0,0,0,1,1,0,633,14.7,14.3,0,1,0,0,0
2020-09-25,1247,0,0,0,0,0,0,0,0,0,0,0,1,1,0,634,14.2,6.2,0,1,0,0,0
2020-09-26,773,0,0,0,0,0,0,0,0,0,0,0,1,0,1,635,12.3,0.2,0,1,0,0,0
2020-09-27,2425,0,0,0,0,0,0,0,0,0,0,0,1,0,1,636,13.5,0,0,0,0,0,0
2020-09-28,2917,0,0,0,0,0,0,0,0,0,0,0,1,1,0,637,14.8,0,0,0,0,0,0
2020-09-29,3350,0,0,0,0,0,0,0,0,0,0,0,1,1,0,638,16.6,0,0,0,0,0,0
2020-09-30,2953,0,0,0,0,0,0,0,0,0,0,0,1,1,0,639,14.7,0,0,0,0,0,0
2020-10-01,2812,0,0,0,0,0,0,0,0,0,0,1,0,1,0,640,13.3,0,0,0,0,0,0
2020-10-02,2713,0,0,0,0,0,0,0,0,0,0,1,0,1,0,641,14,0,0,0,0,0,0
2020-10-03,2454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,642,13,0,0,0,0,0,0
2020-10-04,2325,0,0,0,0,0,0,0,0,0,0,1,0,0,1,643,13.9,0,0,0,0,0,0
2020-10-05,2199,0,0,0,0,0,0,0,0,0,0,1,0,1,0,644,11.9,0,0,0,0,0,0
2020-10-06,2737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,645,11.9,0,0,0,0,0,0
2020-10-07,2819,0,0,0,0,0,0,0,0,0,0,1,0,1,0,646,12.2,0,0,0,0,0,0
2020-10-08,2441,0,0,0,0,0,0,0,0,0,0,1,0,1,0,647,14.3,10.4,0,1,0,0,0
2020-10-09,1535,0,0,0,0,0,0,0,0,0,0,1,0,1,0,648,13,8.8,0,1,0,0,0
2020-10-10,1578,0,0,0,0,0,0,0,0,0,0,1,0,0,1,649,12.6,15.7,0,1,0,0,0
2020-10-11,463,0,0,0,0,0,0,0,0,0,0,1,0,0,1,650,11.9,3,0,1,0,0,0
2020-10-12,1994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,651,12.6,16.9,1,1,0,0,0
2020-10-13,791,0,0,0,0,0,0,0,0,0,0,1,0,1,0,652,12,0.2,0,1,0,0,0
2020-10-14,2397,0,0,0,0,0,0,0,0,0,0,1,0,1,0,653,12.5,0,0,0,0,0,0
2020-10-15,2206,0,0,0,0,0,0,0,0,0,0,1,0,1,0,654,9,0,0,0,0,0,0
2020-10-16,1620,0,0,0,0,0,0,0,0,0,0,1,0,1,0,655,13,0,0,0,0,0,0
2020-10-17,1738,0,0,0,0,0,0,0,0,0,0,1,0,0,1,656,11.8,23.8,0,1,0,0,0
2020-10-18,940,0,0,0,0,0,0,0,0,0,0,1,0,0,1,657,11.6,0,0,0,0,0,0
2020-10-19,2199,0,0,0,0,0,0,0,0,0,0,1,0,1,0,658,12,0.2,0,1,0,0,0
2020-10-20,2491,0,0,0,0,0,0,0,0,0,0,1,0,1,0,659,9.8,0,0,0,0,0,0
2020-10-21,2460,0,0,0,0,0,0,0,0,0,0,1,0,1,0,660,8.2,0,0,0,0,0,0
2020-10-22,2327,0,0,0,0,0,0,0,0,0,0,1,0,1,0,661,6.7,10.5,0,1,0,0,0
2020-10-23,708,0,0,0,0,0,0,0,0,0,0,1,0,1,0,662,6.5,0.2,0,1,0,0,0
2020-10-24,1386,0,0,0,0,0,0,0,0,0,0,1,0,0,1,663,5.8,0,0,0,0,0,0
2020-10-25,1251,0,0,0,0,0,0,0,0,0,0,1,0,0,1,664,4.2,1.1,0,1,0,0,0
2020-10-26,1700,0,0,0,0,0,0,0,0,0,0,1,0,1,0,665,4.7,0,0,0,0,0,0
2020-10-27,2067,0,0,0,0,0,0,0,0,0,0,1,0,1,0,666,8.9,0,0,0,0,0,0
2020-10-28,2174,0,0,0,0,0,0,0,0,0,0,1,0,1,0,667,11.3,0,0,0,0,0,0
2020-10-29,2264,0,0,0,0,0,0,0,0,0,0,1,0,1,0,668,11.7,5.1,0,1,0,0,0
2020-10-30,1839,0,0,0,0,0,0,0,0,0,0,1,0,1,0,669,10.2,0.2,0,1,0,0,0
2020-10-31,2046,0,0,0,0,0,0,0,0,0,0,1,0,0,1,670,7.8,0,0,0,0,0,0
2020-11-01,2221,0,0,0,0,0,0,0,0,0,1,0,0,0,1,671,9.4,0,0,0,0,0,0
2020-11-02,1956,0,0,0,0,0,0,0,0,0,1,0,0,1,0,672,5.7,18,0,1,0,0,0
2020-11-03,910,0,0,0,0,0,0,0,0,0,1,0,0,1,0,673,8.7,6,0,1,0,0,0
2020-11-04,1765,0,0,0,0,0,0,0,0,0,1,0,0,1,0,674,12.9,5.4,0,1,0,0,0
2020-11-05,1646,0,0,0,0,0,0,0,0,0,1,0,0,1,0,675,12,0.2,0,1,0,0,0
2020-11-06,1841,0,0,0,0,0,0,0,0,0,1,0,0,1,0,676,7.8,0,0,0,0,0,0
2020-11-07,1369,0,0,0,0,0,0,0,0,0,1,0,0,0,1,677,5.3,0,0,0,0,0,0
2020-11-08,1869,0,0,0,0,0,0,0,0,0,1,0,0,0,1,678,4.8,0.2,0,1,0,0,0
2020-11-09,1300,0,0,0,0,0,0,0,0,0,1,0,0,1,0,679,4,2.1,0,1,0,0,0
2020-11-10,1597,0,0,0,0,0,0,0,0,0,1,0,0,1,0,680,4.9,3.8,0,1,0,0,0
2020-11-11,1239,0,0,0,0,0,0,0,0,0,1,0,0,1,0,681,5.1,13.6,1,1,0,0,0
2020-11-12,1314,0,0,0,0,0,0,0,0,0,1,0,0,1,0,682,7.1,12.9,0,1,0,0,0
2020-11-13,1073,0,0,0,0,0,0,0,0,0,1,0,0,1,0,683,8.1,0,0,0,0,0,0
2020-11-14,1067,0,0,0,0,0,0,0,0,0,1,0,0,0,1,684,7.2,4.4,0,1,0,0,0
2020-11-15,1021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,685,8.7,22.2,0,1,0,0,0
2020-11-16,993,0,0,0,0,0,0,0,0,0,1,0,0,1,0,686,7.2,9.7,0,1,0,0,0
2020-11-17,1018,0,0,0,0,0,0,0,0,0,1,0,0,1,0,687,10.2,4.2,0,1,0,0,0
2020-11-18,1338,0,0,0,0,0,0,0,0,0,1,0,0,1,0,688,8,0.7,0,1,0,0,0
2020-11-19,1637,0,0,0,0,0,0,0,0,0,1,0,0,1,0,689,7.1,1,0,1,0,0,0
2020-11-20,1601,0,0,0,0,0,0,0,0,0,1,0,0,1,0,690,7.4,0.2,0,1,0,0,0
2020-11-21,1699,0,0,0,0,0,0,0,0,0,1,0,0,0,1,691,5.4,1.1,0,1,0,0,0
2020-11-22,593,0,0,0,0,0,0,0,0,0,1,0,0,0,1,692,5.4,6.4,0,1,0,0,0
2020-11-23,1621,0,0,0,0,0,0,0,0,0,1,0,0,1,0,693,6.8,3.8,0,1,0,0,0
2020-11-24,1207,0,0,0,0,0,0,0,0,0,1,0,0,1,0,694,7.7,0.9,0,1,0,0,0
2020-11-25,1720,0,0,0,0,0,0,0,0,0,1,0,0,1,0,695,7.3,0,0,0,0,0,0
2020-11-26,1592,0,0,0,0,0,0,0,0,0,1,0,0,1,0,696,6.7,2.3,0,1,0,0,0
2020-11-27,1424,0,0,0,0,0,0,0,0,0,1,0,0,1,0,697,8.4,0.7,0,1,0,0,0
2020-11-28,2168,0,0,0,0,0,0,0,0,0,1,0,0,0,1,698,7.1,0,0,0,0,0,0
2020-11-29,1255,0,0,0,0,0,0,0,0,0,1,0,0,0,1,699,6.1,7.7,0,1,0,0,0
2020-11-30,947,0,0,0,0,0,0,0,0,0,1,0,0,1,0,700,8.2,0.2,0,1,0,0,0
2020-12-01,1715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,701,4.4,,0,0,0,0,0
2020-12-02,1681,0,0,1,0,0,0,0,0,0,0,0,0,1,0,702,7,0,0,0,0,0,0
2020-12-03,1507,0,0,1,0,0,0,0,0,0,0,0,0,1,0,703,6.5,0,0,0,0,0,0
2020-12-04,1928,0,0,1,0,0,0,0,0,0,0,0,0,1,0,704,7.2,0,0,0,0,0,0
2020-12-05,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,1,705,8.3,0,0,0,0,0,0
2020-12-06,1450,0,0,1,0,0,0,0,0,0,0,0,0,0,1,706,8.5,1.9,0,1,0,0,0
2020-12-07,917,0,0,1,0,0,0,0,0,0,0,0,0,1,0,707,8.7,16.8,0,1,0,0,0
2020-12-08,883,0,0,1,0,0,0,0,0,0,0,0,0,1,0,708,9.5,0.2,0,1,0,0,0
2020-12-09,1802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,709,7.1,0,0,0,0,0,0
2020-12-10,1438,0,0,1,0,0,0,0,0,0,0,0,0,1,0,710,5.7,0.2,0,1,0,0,0
2020-12-11,1593,0,0,1,0,0,0,0,0,0,0,0,0,1,0,711,5.6,0,0,0,0,0,0
2020-12-12,1492,0,0,1,0,0,0,0,0,0,0,0,0,0,1,712,5,6,0,1,0,0,0
2020-12-13,403,0,0,1,0,0,0,0,0,0,0,0,0,0,1,713,6.3,1.7,0,1,0,0,0
2020-12-14,1795,0,0,1,0,0,0,0,0,0,0,0,0,1,0,714,7.8,3.8,0,1,0,0,0
2020-12-15,1005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,715,7.9,3.7,0,1,0,0,0
2020-12-16,1014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,716,8.4,5.8,0,1,0,0,0
2020-12-17,1716,0,0,1,0,0,0,0,0,0,0,0,0,1,0,717,8,7.9,0,1,0,0,0
2020-12-18,838,0,0,1,0,0,0,0,0,0,0,0,0,1,0,718,8.2,15.1,0,1,0,0,0
2020-12-19,536,0,0,1,0,0,0,0,0,0,0,0,0,0,1,719,8.2,0,0,0,0,0,0
2020-12-20,1321,0,0,1,0,0,0,0,0,0,0,0,0,0,1,720,9.7,70,0,1,0,0,0
2020-12-21,251,0,0,1,0,0,0,0,0,0,0,0,0,1,0,721,4.6,2.9,0,1,0,0,0
2020-12-22,664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,722,3.1,0,0,0,0,0,0
2020-12-23,898,0,0,1,0,0,0,0,0,0,0,0,0,1,0,723,3.1,0,0,0,0,0,0
2020-12-24,693,0,0,1,0,0,0,0,0,0,0,0,0,1,0,724,2,2.8,0,1,0,0,0
2020-12-25,303,0,0,1,0,0,0,0,0,0,0,0,0,1,0,725,5.8,3,1,1,0,0,0
2020-12-26,624,0,0,1,0,0,0,0,0,0,0,0,0,0,1,726,7.3,2.3,0,1,0,0,0
2020-12-27,498,0,0,1,0,0,0,0,0,0,0,0,0,0,1,727,6.8,0,0,0,0,0,0
2020-12-28,1513,0,0,1,0,0,0,0,0,0,0,0,0,1,0,728,5.2,5.8,0,1,0,0,0
2020-12-29,938,0,0,1,0,0,0,0,0,0,0,0,0,1,0,729,4,15,0,1,0,0,0
2020-12-30,884,0,0,1,0,0,0,0,0,0,0,0,0,1,0,730,7.2,7.6,0,1,0,0,0
2020-12-31,1153,0,0,1,0,0,0,0,0,0,0,0,0,1,0,731,7.4,3.9,0,1,0,0,0
2021-01-01,638,0,0,0,0,1,0,0,0,0,0,0,0,1,0,732,7.5,32.6,1,1,0,0,0
2021-01-02,315,0,0,0,0,1,0,0,0,0,0,0,0,0,1,733,7.3,2.4,0,1,0,0,0
2021-01-03,1136,0,0,0,0,1,0,0,0,0,0,0,0,0,1,734,5.9,8.4,0,1,0,0,0
2021-01-04,913,0,0,0,0,1,0,0,0,0,0,0,0,1,0,735,6.6,8.1,0,1,0,0,0
2021-01-05,887,0,0,0,0,1,0,0,0,0,0,0,0,1,0,736,3.1,4.7,0,1,0,0,0
2021-01-06,1738,0,0,0,0,1,0,0,0,0,0,0,0,1,0,737,5.7,0,0,0,0,0,0
2021-01-07,1468,0,0,0,0,1,0,0,0,0,0,0,0,1,0,738,3.6,3,0,1,0,0,0
